stop_id,stop_name,stop_lat,stop_lon,zone_id,location_type,parent_station,platform_code
DGC_ENT02,DGC Arm B Lift,17.4427693,78.3878264,,2,DGC,
DGC_ENT03,DGC Arm C Staircase,17.4421701,78.3878307,,2,DGC,
DGC_ENT04,DGC Arm C Lift,17.4425208,78.3877015,,2,DGC,
DGC_ENT05,DGC Arm D Staircase,17.4428103,78.3875555,,2,DGC,
DGC_ENT06,DGC Arm D Escalator,17.4433743,78.3873377,,2,DGC,
HTC_ENT01,HTC Arm A  Staircase,17.4497146,78.3828394,,2,HTC,
HTC_ENT02,HTC Arm A  Escalator,17.4490862,78.3833448,,2,HTC,
HTC_ENT03,HTC Arm B Staircase,17.4490082,78.3834261,,2,HTC,
HTC_ENT04,HTC Arm B Lift,17.4488116,78.3836288,,2,HTC,
HTC_ENT05,HTC Arm C Staircase,17.4484724,78.383445,,2,HTC,
HTC_ENT06,HTC Arm D Lift,17.4491887,78.3829052,,2,HTC,
HTC_ENT07,HTC Arm D Combined Staircase & Escalator,17.4495302,78.3825917,,2,HTC,
RDG_ENT01,RDG Arm A Lift,17.4416472,78.3770326,,2,RDG,
RDG_ENT02,RDG Arm A Combined Staircase & Escalator,17.4418977,78.3770231,,2,RDG,
RDG_ENT03,RDG Arm B Combined Staircase & Escalator,17.4432291,78.3770288,,2,RDG,
RDG_ENT04,RDG Arm C Staircase,17.443211,78.3773841,,2,RDG,
RDG_ENT05,RDG Arm C Lift,17.4430177,78.3774143,,2,RDG,
RDG_ENT06,RDG Arm D Combined Staircase & Escalator,17.4412396,78.3776512,,2,RDG,
